,athlete_id,name,born_date,born_city,born_region,born_country,NOC,height_cm,weight_kg,died_date,h to w ratio,first_name,born_year
143149,146782,Hend Zaza,2009-01-01,Hama,Hama,SYR,Syrian Arab Republic,,,,,Hend,2009.0
139592,143068,Sky Brown,2008-07-07,Miyazaki,Miyazaki,JPN,Great Britain,,,,,Sky,2008.0
137792,141168,Rayssa Leal,2008-01-04,Imperatriz,Maranhão,BRA,Brazil,147.0,35.0,,4.2,Rayssa,2008.0
140902,144431,Kokona Hiraki,2008-08-26,,,,Japan,,,,,Kokona,2008.0
138275,141672,Quan Hongchan,2007-03-28,,,,People's Republic of China,,,,,Quan,2007.0
140904,144433,Momiji Nishiya,2007-08-30,,,,Japan,,,,,Momiji,2007.0
139839,143327,Lilly Stoephasius,2007-06-05,Berlin,Berlin,GER,Germany,,,,,Lilly,2007.0
138068,141457,Summer McIntosh,2006-08-18,Toronto,Ontario,CAN,Canada,,,,,Summer,2006.0
141065,144603,Rikuto Tamai,2006-09-11,Takarazuka,Hyogo,JPN,Japan,,,,,Rikuto,2006.0
140903,144432,Misugu Okamoto,2006-06-22,,,,Japan,,,,,Misugu,2006.0
139315,142781,Madeleine Larcheron,2006-01-24,Paris,Paris,FRA,France,,,,,Madeleine,2006.0
141408,144952,Lee Eun-Ji,2006-07-23,,,,Republic of Korea,,,,,Lee,2006.0
145470,149197,Lee Chae-Eun,2006-04-11,,,,Republic of Korea,,,,,Lee,2006.0
137664,141029,Lana Pudar,2006-01-19,Mostar,Hercegovačko-neretvanski kanton,BIH,Bosnia and Herzegovina,,,,,Lana,2006.0
137957,141339,Kheun Bunpichmorakat,2006-08-28,,,,Cambodia,,,,,Kheun,2006.0
143624,147277,Katie Grimes,2006-01-08,,,,United States,,,,,Katie,2006.0
145096,148809,Kamila Valiyeva,2006-04-26,Kazan,Respublika Tatarstan,RUS,ROC,160.0,,,,Kamila,2006.0
138181,141574,Jillian Crooks,2006-06-27,,,,Cayman Islands,,,,,Jillian,2006.0
139138,142588,Eneli Jefimova,2006-12-27,,,,Estonia,,,,,Eneli,2006.0
139591,143067,Bombette Martin,2006-06-01,,,,Great Britain,,,,,Bombette,2006.0
144508,148200,Anežka Indráčková,2006-07-30,Jablonec nad Nisou,Liberecký kraj,CZE,Czechia,,,,,Anežka,2006.0
145334,149056,Anastasiya Shabotova,2006-01-17,Moskva (Moscow),Moskva,RUS,Ukraine,,,,,Anastasiya,2006.0
145448,149172,Aleksandra Glazkova,2006-03-15,Miass,Chelyabinsk,RUS,ROC,,,,,Aleksandra,2006.0
140059,143556,Aleka Persaud,2006-02-24,,,,Guyana,,,,,Aleka,2006.0
136299,139523,Zuzana Trnková,2005-10-28,,,,Czechia,,,,,Zuzana,2005.0
136441,139667,Zuzana Dobiašová,2005-08-14,,,,Slovakia,,,,,Zuzana,2005.0
136445,139671,Zoe Mächler,2005-05-16,,,,Switzerland,,,,,Zoe,2005.0
136404,139630,Zhang Shuqi,2005-05-16,,,,People's Republic of China,,,,,Zhang,2005.0
138365,141762,Zeng Wenhui,2005-02-08,,,,People's Republic of China,,,,,Zeng,2005.0
136385,139611,Yuzuyu Fujii,2005-02-23,,,,Japan,,,,,Yuzuyu,2005.0
136155,139378,Yuka Chujo,2005-03-08,,,,Japan,,,,,Yuka,2005.0
138377,141774,Yu Yiting,2005-09-05,,,,People's Republic of China,,,,,Yu,2005.0
145082,148794,Yeseniya Pantyukhova,2005-08-04,Yaroslavl,Yaroslavl,RUS,ROC,,,,,Yeseniya,2005.0
136159,139382,Yam Yau,2005-01-25,,,,"Hong Kong, China",,,,,Yam,2005.0
136363,139588,Ximena González,2005-11-21,,,,Mexico,,,,,Ximena,2005.0
136097,139320,Wang Yuchen,2005-06-15,Changchun,Jilin,CHN,People's Republic of China,165.0,,,,Wang,2005.0
136175,139398,Wang Meihe,2005-02-16,,,,People's Republic of China,,,,,Wang,2005.0
136282,139506,Viktória Kučerová,2005-11-08,,,,Slovakia,,,,,Viktória,2005.0
142523,146135,Viktoriya Listunova,2005-05-12,Podolsk,Moskva Oblast,RUS,ROC,,,,,Viktoriya,2005.0
136467,139693,Valeria Ansoleaga,2005-04-04,Majadahonda,Madrid,ESP,Spain,,,,,Valeria,2005.0
144155,147833,Valentino Guseli,2005-04-01,Canberra,Australian Capital Territory,AUS,Australia,,,,,Valentino,2005.0
136494,139720,Valentina Vrhoci,2005-05-25,,,,Serbia,,,,,Valentina,2005.0
136357,139582,Tommaso Madaschi,2005-04-27,Torino,Torino,ITA,Italy,,,,,Tommaso,2005.0
136163,139386,Tibo van Reeth,2005-01-06,,,,Belgium,,,,,Tibo,2005.0
136568,139795,Tian Badžukov,2005-02-20,,,,Slovenia,,,,,Tian,2005.0
141828,145409,Théo Druenne,2005-07-19,,,,Monaco,,,,,Théo,2005.0
136371,139597,Tereza Belková,2005-03-13,,,,Slovakia,,,,,Tereza,2005.0
136381,139607,Tereza Pištěková,2005-06-03,Tábor,Jihočeský kraj,CZE,Czechia,168.0,48.0,,3.5,Tereza,2005.0
136204,139428,Sohn Hyun,2005-04-03,,,,Republic of Korea,,,,,Sohn,2005.0
136405,139631,Sofia Thierolf,2005-03-19,Bamberg,Bayern,GER,Germany,,,,,Sofia,2005.0
136409,139635,Shin Seo-Yoon,2005-01-10,,,,Republic of Korea,,,,,Shin,2005.0
136394,139620,Sena Hasegawa,2005-05-12,,,,Japan,,,,,Sena,2005.0
136599,139827,Selīna Zvilna,2005-11-24,,,,Latvia,,,,,Selīna,2005.0
136340,139565,Saskia Rohregger,2005-08-10,Merano,Bolzano-Bozen,ITA,Italy,,,,,Saskia,2005.0
141798,145379,Sasha Gatt,2005-06-22,,,,Malta,,,,,Sasha,2005.0
143253,146895,Sarra Guezguez,2005-03-12,,,,Tunisia,,,,,Sarra,2005.0
144608,148300,Sanni Vanhanen,2005-07-01,Nokia,Pirkanmaa,FIN,Finland,,,,,Sanni,2005.0
136466,139692,Roos Karst,2005-05-17,,,,Netherlands,,,,,Roos,2005.0
136219,139443,Riko Matsumoto,2005-02-02,,,,Japan,,,,,Riko,2005.0
136254,139478,Renee Heyer,2005-08-31,Bielefeld,Nordrhein-Westfalen,GER,Germany,,,,,Renee,2005.0
136216,139440,Reina Sato,2005-04-19,,,,Japan,,,,,Reina,2005.0
136183,139406,Regina Metzler,2005-10-25,Budapest,Budapest,HUN,Hungary,167.0,53.0,,3.150943396226415,Regina,2005.0
136213,139437,Polina Lubenets,2005-02-25,,,,Ukraine,167.0,57.0,,2.9298245614035086,Polina,2005.0
144428,148119,Peng Qingyue,2005-01-13,,,,People's Republic of China,,,,,Peng,2005.0
136341,139566,Oscar Fisker Mølgaard,2005-02-18,,,,Denmark,,,,,Oscar,2005.0
143418,147070,Oleksiy Sereda,2005-12-25,Mykolaïv,Mykolaïv,UKR,Ukraine,,,,,Oleksiy,2005.0
137910,141292,Noor Yusuf,2005-10-03,,,,Bahrain,,,,,Noor,2005.0
136075,139297,Nikita Kovalenko,2005-12-20,Kharkiv,Kharkiv,UKR,Israel,,,,,Nikita,2005.0
136135,139358,Nicolò Remolato,2005-06-08,Bolzano,Bolzano-Bozen,ITA,Italy,,,,,Nicolò,2005.0
136057,139279,Nella Pelkonen,2005-04-13,Tampere,Pirkanmaa,FIN,Finland,,,,,Nella,2005.0
136525,139751,Nedyalko Ivanov,2005-01-02,Sofia,Sofia Grad,BUL,Bulgaria,,,,,Nedyalko,2005.0
136308,139532,Natálie Brichová,2005-02-01,,,,Czechia,,,,,Natálie,2005.0
136160,139383,Nao Fukuda,2005-04-17,,,,Japan,,,,,Nao,2005.0
136285,139509,Nagomi Murakami,2005-01-17,,,,Japan,,,,,Nagomi,2005.0
136510,139736,Mária Nemčeková,2005-01-30,,,,Slovakia,,,,,Mária,2005.0
143944,147602,Mya de Freitas,2005-09-16,,,,Saint Vincent and the Grenadines,,,,,Mya,2005.0
136402,139628,Molly Lukowiak,2005-06-06,Townsville,Queensland,AUS,Australia,,,,,Molly,2005.0
136328,139553,Mikhail Gulyayev,2005-04-26,,,,Russian Federation,,,,,Mikhail,2005.0
141788,145369,Mia Blazhevska Eminova,2005-08-04,,,,North Macedonia,,,,,Mia,2005.0
143290,146932,Merve Tuncel,2005-01-01,,,,Türkiye,,,,,Merve,2005.0
136270,139494,Melanie Hernández,2005-06-28,,,,Mexico,,,,,Melanie,2005.0
135944,139158,Maëlle Vergnaud,2005-04-07,,,,France,,,,,Maëlle,2005.0
136195,139418,Maya Stöber,2005-03-13,Weißwasser,Sachsen,GER,Germany,,,,,Maya,2005.0
136092,139315,Matteo Nalbone,2005-03-17,Milano,Milano,ITA,Italy,,,,,Matteo,2005.0
136499,139725,Masaki Tanabe,2005-07-14,,,,Japan,,,,,Masaki,2005.0
136498,139724,Maria Runevska,2005-08-05,Sofia,Sofia Grad,BUL,Bulgaria,,,,,Maria,2005.0
136166,139389,Margaux Favre,2005-06-23,Fribourg,Fribourg,SUI,Switzerland,,,,,Margaux,2005.0
136335,139560,Magdalena Luggin,2005-11-06,Wien (Vienna),Wien,AUT,Austria,172.0,57.0,,3.017543859649123,Magdalena,2005.0
136345,139570,Lukas Floriantschitz,2005-01-05,Villach,Kärnten,AUT,Austria,169.0,58.0,,2.913793103448276,Lukas,2005.0
136472,139698,Luka Banek,2005-08-25,Zagreb,Grad Zagreb,CRO,Croatia,,,,,Luka,2005.0
136448,139674,Luisa Wilson,2005-08-05,,,,Mexico,,,,,Luisa,2005.0
136878,140114,Lu Chia-Hsin,2005-04-02,,,,Chinese Taipei,,,,,Lu,2005.0
136583,139810,Lovro Kovačič,2005-03-27,,,,Slovenia,,,,,Lovro,2005.0
144958,148667,Lindsay van Zundert,2005-02-01,Etten-Leur,Noord-Brabant,NED,Netherlands,,,,,Lindsay,2005.0
136444,139670,Lily Stern,2005-03-22,,,,Slovakia,,,,,Lily,2005.0
136310,139535,Liliane Gottfried,2005-08-25,Soest,Nordrhein-Westfalen,GER,Germany,,,,,Liliane,2005.0
135933,139147,Leticia Cid,2005-05-04,Rio de Janeiro,Rio de Janeiro,BRA,Brazil,159.0,53.0,,3.0,Leticia,2005.0
136429,139655,Leni Schmidt,2005-04-27,,,,Germany,,,,,Leni,2005.0
136307,139531,Lee Eun-Ji,2005-02-01,,,,Republic of Korea,,,,,Lee,2005.0
144889,148595,Lee Seung-Hun,2005-07-12,,,,Republic of Korea,,,,,Lee,2005.0
136139,139362,Lea Glosíková,2005-07-25,,,,Slovakia,,,,,Lea,2005.0
136440,139666,Lea Giertlová,2005-05-27,,,,Slovakia,,,,,Lea,2005.0
136280,139504,Laura Medviďová,2005-06-01,,,,Slovakia,,,,,Laura,2005.0
136451,139677,Laura Jancsóová,2005-08-30,,,,Slovakia,,,,,Laura,2005.0
140149,143650,Laura Veres,2005-08-21,Gyula,Békes,HUN,Hungary,,,,,Laura,2005.0
142351,145955,Laura Bernat,2005-09-28,,,,Poland,,,,,Laura,2005.0
145081,148793,Kseniya Orlova,2005-11-11,Stavropol,Stavropol Kray,RUS,ROC,,,,,Kseniya,2005.0
135938,139152,Kristýna Farková,2005-11-08,,,,Czechia,,,,,Kristýna,2005.0
136227,139451,Komomo Ito,2005-06-26,,,,Japan,,,,,Komomo,2005.0
143349,146993,Kirabo Namutebi,2005-02-08,,,,Uganda,,,,,Kirabo,2005.0
136359,139584,Kim Bürge,2005-05-30,,,,Germany,,,,,Kim,2005.0
144888,148594,Kim Da-Eun,2005-01-15,Seoul,Seoul,KOR,Republic of Korea,,,,,Kim,2005.0
136350,139575,Katya Blong,2005-05-04,,,,New Zealand,,,,,Katya,2005.0
136074,139296,Kate Wang,2005-03-31,Lansing,Michigan,USA,United States,,,,,Kate,2005.0
136384,139610,Kao Wei-Ting,2005-12-04,,,,Chinese Taipei,,,,,Kao,2005.0
136477,139703,Kaaya Komoto,2005-06-01,,,,Japan,,,,,Kaaya,2005.0
137613,140976,Jutta Verkest,2005-10-11,Mechelen (Mechlin),Antwerpen,BEL,Belgium,,,,,Jutta,2005.0
135907,139121,Jonathan Vilandt,2005-05-25,,,,Denmark,,,,,Jonathan,2005.0
136366,139591,Jeļizaveta Stadņika,2005-05-05,,,,Latvia,,,,,Jeļizaveta,2005.0
138012,141399,Jessica Guo,2005-06-23,Toronto,Ontario,CAN,Canada,,,,,Jessica,2005.0
141633,145208,Jessica Makwenda,2005-10-21,,,,Malawi,,,,,Jessica,2005.0
141407,144951,Jeong Hyun-Yeong,2005-09-12,,,,Republic of Korea,,,,,Jeong,2005.0
136311,139536,Jana Peter,2005-04-25,,,,Switzerland,,,,,Jana,2005.0
136593,139821,Jakub Vepřovský,2005-01-29,,,,Czechia,,,,,Jakub,2005.0
139913,143406,Jaden Eikermann,2005-02-14,München (Munich),Bayern,GER,Germany,,,,,Jaden,2005.0
136418,139644,Jack Lewis,2005-06-02,,,,New Zealand,,,,,Jack,2005.0
136196,139420,Ivana Látková,2005-09-07,,,,Slovakia,,,,,Ivana,2005.0
137789,141165,Isadora Pacheco,2005-03-29,Florianópolis,Santa Catarina,BRA,Brazil,167.0,59.0,,2.830508474576271,Isadora,2005.0
136298,139522,Ilary Larese De Pasqua,2005-08-28,Pieve di Cadore,Belluno,ITA,Italy,,,,,Ilary,2005.0
144935,148643,Ieva Dainytė,2005-02-24,Panevėžys,Panevėžys,LTU,Lithuania,,,,,Ieva,2005.0
144367,148057,He Jinbo,2005-01-17,,,,People's Republic of China,,,,,He,2005.0
136379,139605,Harua Umemori,2005-01-26,,,,Japan,,,,,Harua,2005.0
145016,148727,Hanna Zięba,2005-03-30,,,,Poland,,,,,Hanna,2005.0
144938,148646,Gwyneth Ten Raa,2005-05-11,,,,Luxembourg,,,,,Gwyneth,2005.0
145012,148723,Gustav Legnavsky,2005-09-23,Dunedin,Otago,NZL,New Zealand,,,,,Gustav,2005.0
140592,144104,Giulia Vetrano,2005-12-05,Torino,Torino,ITA,Italy,,,,,Giulia,2005.0
136121,139344,Gina Zehnder,2005-08-05,Zürich,Zürich,SUI,Switzerland,,,,,Gina,2005.0
140901,144430,Funa Nakayama,2005-06-17,,,,Japan,,,,,Funa,2005.0
136109,139332,François Pitot,2005-01-04,Orléans,Loiret,FRA,France,,,,,François,2005.0
145479,149206,Fan Haibin,2005-01-06,,,,People's Republic of China,,,,,Fan,2005.0
143251,146893,Eya Guezguez,2005-03-12,,,,Tunisia,,,2022-04-10,,Eya,2005.0
136434,139660,Eva Aizpurua,2005-05-02,,,,Spain,,,,,Eva,2005.0
144905,148611,Estere Volfa,2005-04-11,Rīga,Rīga,LAT,Latvia,,,,,Estere,2005.0
136283,139507,Emma Donovalová,2005-09-18,,,,Slovakia,,,,,Emma,2005.0
142249,145851,Emily Santos,2005-07-15,,,,Panama,,,,,Emily,2005.0
136376,139602,Emilia Munteanu,2005-06-30,,,,Romania,,,,,Emilia,2005.0
136292,139516,Eliška Hotová,2005-01-31,,,,Czechia,,,,,Eliška,2005.0
136322,139547,Elena Gaberell,2005-05-02,,,,Switzerland,,,,,Elena,2005.0
136439,139665,Dóra Véghelyi,2005-10-17,Budapest,Budapest,HUN,Hungary,160.0,58.0,,2.7586206896551726,Dóra,2005.0
136137,139360,Diego Rodríguez,2005-02-22,,,,Mexico,,,,,Diego,2005.0
136143,139366,Denys Pasko,2005-09-07,,,,Ukraine,168.0,64.0,,2.625,Denys,2005.0
136306,139530,Delfina Fattore,2005-12-24,,,,Argentina,,,,,Delfina,2005.0
136113,139336,Daniil Samsonov,2005-07-13,Moskva (Moscow),Moskva,RUS,Russian Federation,,,,,Daniil,2005.0
136077,139299,Célina Fradji,2005-07-10,Arpajon,Essonne,FRA,France,,,,,Célina,2005.0
136496,139722,Courtney Mahoney,2005-04-22,Sunnybank,Queensland,AUS,Australia,,,,,Courtney,2005.0
136185,139408,Chiara Schultes,2005-07-22,Tirschenreuth,Bayern,GER,Germany,,,,,Chiara,2005.0
138370,141767,Cheng Yujie,2005-09-22,,,,People's Republic of China,,,,,Cheng,2005.0
138274,141671,Chen Yuxi,2005-09-11,,,,People's Republic of China,,,,,Chen,2005.0
136398,139624,Charlott Schaffrath,2005-12-26,Memmingen,Bayern,GER,Germany,,,,,Charlott,2005.0
136056,139278,Cate Fleming,2005-07-27,Newton,Massachusetts,USA,United States,,,,,Cate,2005.0
136111,139334,Brooke McIntosh,2005-01-05,,,,Canada,,,,,Brooke,2005.0
144306,147994,Brooke D'Hondt,2005-03-09,Calgary,Alberta,CAN,Canada,,,,,Brooke,2005.0
136582,139809,Bohdan Babura,2005-02-25,,,,Ukraine,158.0,60.0,,2.6333333333333333,Bohdan,2005.0
142703,146320,Bianca Costea,2005-01-26,Galați,Galați,ROU,Romania,,,,,Bianca,2005.0
140590,144102,Benedetta Pilato,2005-01-18,Taranto,Taranto,ITA,Italy,,,,,Benedetta,2005.0
143615,147268,Bella Sims,2005-05-25,,,,United States,,,,,Bella,2005.0
136202,139426,Barbora Dalecká,2005-06-14,,,,Czechia,,,,,Barbora,2005.0
136253,139477,Axel Ruski-Jones,2005-02-21,,,,New Zealand,,,,,Axel,2005.0
138020,141407,Ava Stewart,2005-09-30,Lebanon,Tennessee,USA,Canada,,,,,Ava,2005.0
136278,139502,Arwen Nylaander,2005-10-18,,,,Slovenia,,,,,Arwen,2005.0
136069,139291,Arlet Levandi,2005-11-28,Tallinn,Harjumaa,EST,Estonia,,,,,Arlet,2005.0
136344,139569,Annic Büchi,2005-04-02,Brütten,Zürich,SUI,Switzerland,,,,,Annic,2005.0
136065,139287,Anna Frolova,2005-08-07,Moskva (Moscow),Moskva,RUS,Russian Federation,,,,,Anna,2005.0
136184,139407,Anna Vaníčková,2005-12-23,,,,Czechia,,,,,Anna,2005.0
136570,139797,Anna Vejdělková,2005-06-14,,,,Czechia,,,,,Anna,2005.0
141638,145213,Anna Dulce,2005-10-22,,,,Republic of Moldova,,,,,Anna,2005.0
136460,139686,Anke Steeno,2005-06-10,,,,Belgium,,,,,Anke,2005.0
136517,139743,Aneta Dýcková,2005-10-16,,,,Czechia,163.0,65.0,,2.5076923076923077,Aneta,2005.0
144869,148574,Anastasiya Gorodko,2005-05-14,,,,Kazakhstan,,,,,Anastasiya,2005.0
145387,149110,Alysa Liu,2005-08-08,Clovis,California,USA,United States,,,,,Alysa,2005.0
136336,139561,Alizee Aymon,2005-11-22,Icogne,Valais,SUI,Switzerland,,,,,Alizee,2005.0
136068,139290,Alina Butaeva,2005-12-09,Kazan,Respublika Tatarstan,RUS,Georgia,,,,,Alina,2005.0
136302,139526,Alessia Bächler,2005-09-07,Illnau-Effretikon,Zürich,SUI,Switzerland,,,,,Alessia,2005.0
136347,139572,Albert Uggerhoj Schioldan,2005-07-05,Frederikshavn,Nordjylland,DEN,Denmark,185.0,75.0,,2.466666666666667,Albert,2005.0
136332,139557,Agata Muraro,2005-02-08,Thiene,Vicenza,ITA,Italy,,,,,Agata,2005.0
136411,139637,Adéla Wojnarová,2005-06-27,,,,Czechia,,,,,Adéla,2005.0
136186,139409,Abby Rowbotham,2005-08-19,Sheffield,England,GBR,Great Britain,,,,,Abby,2005.0
136124,139347,Štěpán Maleček,2004-09-24,Písek,Jihočeský kraj,CZE,Czechia,,,,,Štěpán,2004.0
136146,139369,Šimon Slavíček,2004-02-02,Praha (Prague),Hlavní město Praha,CZE,Czechia,180.0,74.0,,2.4324324324324325,Šimon,2004.0
145255,148975,Šimon Nemec,2004-02-15,Liptovský Mikuláš,Žilina,SVK,Slovakia,185.0,87.0,,2.1264367816091956,Šimon,2004.0
144267,147953,Émile Nadeau,2004-01-13,Prévost,Québec,CAN,Canada,,,,,Émile,2004.0
136849,140085,Zuzanna Klocek,2004-01-08,,,,Poland,,,,,Zuzanna,2004.0
144444,148136,Zrinka Ljutić,2004-01-26,Zagreb,Grad Zagreb,CRO,Croatia,,,,,Zrinka,2004.0
135912,139126,Zoe Harman,2004-03-15,,,,New Zealand,,,,,Zoe,2004.0
136508,139734,Ziya Güçlü,2004-03-02,,,,Türkiye,,,,,Ziya,2004.0
136483,139709,Zhang Xinyue,2004-12-06,,,,People's Republic of China,,,,,Zhang,2004.0
137017,140253,Zhang Tianyi,2004-08-25,,,,People's Republic of China,,,,,Zhang,2004.0
138277,141674,Zhang Jiaqi,2004-05-28,Beijing,Beijing,CHN,People's Republic of China,,,,,Zhang,2004.0
136572,139799,Zane Kaluma,2004-12-03,,,,Latvia,,,,,Zane,2004.0
135835,139049,Zana Evans,2004-03-25,,,,Australia,,,,,Zana,2004.0
136313,139538,Yuna Kusama,2004-11-04,,,,Japan,,,,,Yuna,2004.0
136643,139874,Yuna Kasai,2004-02-04,,,,Japan,,,,,Yuna,2004.0
136300,139524,Yuliya Volkova,2004-02-28,,,,Russian Federation,,,,,Yuliya,2004.0
136078,139300,Yulia Lebedeva-Bitadze,2004-12-03,,,,Georgia,,,,,Yulia,2004.0
136120,139343,Yu Yeong,2004-05-27,Seoul,Seoul,KOR,Republic of Korea,156.0,,,,Yu,2004.0
136433,139659,Yu Jiacong,2004-10-29,,,,People's Republic of China,,,,,Yu,2004.0
136505,139731,Yoo Seo-Young,2004-10-30,,,,Republic of Korea,,,,,Yoo,2004.0
142577,146189,Yevgeniya Chikunova,2004-11-17,,,,ROC,,,,,Yevgeniya,2004.0
142525,146137,Yelena Gerasimova,2004-06-21,Cheboksary,Chuvashkaya Respublika,RUS,ROC,,,,,Yelena,2004.0
136259,139483,Yekaterina Davletshina,2004-07-29,,,,Russian Federation,,,,,Yekaterina,2004.0
136594,139822,Yeh Meng-Jhe,2004-11-02,,,,Chinese Taipei,,,,,Yeh,2004.0
136284,139508,Yassin Soubra,2004-01-05,Nogent-sur-Marne,Val-de-Marne,FRA,France,,,,,Yassin,2004.0
136422,139648,Yaroslav Labutkin,2004-05-17,,,,Russian Federation,,,,,Yaroslav,2004.0
136318,139543,Yannic Offner,2004-02-04,,,,Switzerland,,,,,Yannic,2004.0
136823,140059,Yanick Wasser,2004-05-27,,,,Switzerland,,,,,Yanick,2004.0
136020,139241,Yang Shuorui,2004-01-08,,,,People's Republic of China,,,,,Yang,2004.0
136136,139359,Yana Krasheninina,2004-01-12,,,,Russian Federation,,,,,Yana,2004.0
136412,139638,Yan Shostak,2004-05-30,Minsk,Minsk,BLR,Belarus,,,,,Yan,2004.0
145040,148752,William Flaherty,2004-05-09,Cincinnati,Ohio,USA,Puerto Rico,,,,,William,2004.0
136797,140033,Wiktoria Polanowska,2004-09-14,,,,Poland,,,,,Wiktoria,2004.0
136805,140041,Wiktoria Przybyła,2004-10-02,,,,Poland,,,,,Wiktoria,2004.0
136455,139681,Wataru Suzuki,2004-10-10,,,,Japan,,,,,Wataru,2004.0
135936,139150,Vít Chabičovský,2004-05-19,,,,Czechia,,,,,Vít,2004.0
136478,139704,Vyacheslav Malov,2004-06-23,,,,Russian Federation,,,,,Vyacheslav,2004.0
136414,139640,Volodymyr Troshkin,2004-08-02,Donetsk,Donetsk,UKR,Ukraine,174.0,67.0,,2.5970149253731343,Volodymyr,2004.0
142524,146136,Vladislava Urazova,2004-08-14,Rostov-na-Donu,Rostov,RUS,ROC,,,,,Vladislava,2004.0
136463,139689,Vladislav Sapunov,2004-02-15,,,,Russian Federation,,,,,Vladislav,2004.0
136469,139695,Vinny Borgesi,2004-03-02,Philadelphia,Pennsylvania,USA,United States,,,,,Vinny,2004.0
136369,139594,Vincent Filion,2004-02-26,Shawinigan,Québec,CAN,Canada,,,,,Vincent,2004.0
136566,139793,Viktorija Ziediņa,2004-02-06,,,,Latvia,,,,,Viktorija,2004.0
136456,139682,Victor Gade,2004-09-15,Herlev,Hovedstaden,DEN,Denmark,182.0,80.0,,2.275,Victor,2004.0
135820,139034,Vesna Pantić,2004-04-10,,,,Bosnia and Herzegovina,,,,,Vesna,2004.0
136957,140193,Varvara Bandarauna,2004-06-03,,,,Belarus,,,,,Varvara,2004.0
136290,139514,Vanessa Schmid,2004-09-02,,,,Switzerland,,,,,Vanessa,2004.0
136297,139521,Valerie Christmann,2004-02-26,,,,Switzerland,,,,,Valerie,2004.0
136326,139551,Valentino Zaetta,2004-01-08,,,,Switzerland,,,,,Valentino,2004.0
136565,139792,Vadym Mykyievych,2004-10-22,,,,Ukraine,179.0,70.0,,2.557142857142857,Vadym,2004.0
139993,143490,Unilez Takyi,2004-08-20,Mantova,Mantova,ITA,Ghana,,,,,Unilez,2004.0
136431,139657,Tyler Duke,2004-07-19,Strongsville,Ohio,USA,United States,,,,,Tyler,2004.0
136267,139491,Ty Nelson,2004-03-30,Toronto,Ontario,CAN,Canada,,,,,Ty,2004.0
136262,139486,Tuva Kandell,2004-04-15,,,,Sweden,,,,,Tuva,2004.0
136333,139558,Tuomas Hynninen,2004-07-10,Vihti,Uusimaa,FIN,Finland,,,,,Tuomas,2004.0
136397,139623,Tristan Luneau,2004-01-12,Trois-Rivières,Québec,CAN,Canada,,,,,Tristan,2004.0
136127,139350,Topias Leinonen,2004-01-25,Jyväskylä,Keski-Suomi,FIN,Finland,,,,,Topias,2004.0
136207,139431,Topi Rönni,2004-05-05,Hausjärvi,Kanta-Häme,FIN,Finland,,,,,Topi,2004.0
135470,138684,Toni Nimac,2004-10-02,,,,Croatia,,,,,Toni,2004.0
136413,139639,Tomoyoshi Yuki,2004-05-04,,,,Japan,,,,,Tomoyoshi,2004.0
136303,139527,Tommi Männistö,2004-02-07,Riihimäki,Kanta-Häme,FIN,Finland,,,,,Tommi,2004.0
136809,140045,Tomas Kuisma,2004-07-30,,,,Finland,,,,,Tomas,2004.0
137050,140286,Tobias Wolf,2004-11-07,Feldbach,Steiermark,AUT,Austria,175.0,61.0,,2.8688524590163933,Tobias,2004.0
136203,139427,Tjaš Lesničar,2004-03-26,Jesenice,Jesenice,SLO,Slovenia,,,,,Tjaš,2004.0
136158,139381,Tindra Oknefjell,2004-04-08,,,,Sweden,,,,,Tindra,2004.0
136243,139467,Timour Namalgue,2004-02-13,,,,Switzerland,,,,,Timour,2004.0
136401,139627,Timofey Katkov,2004-05-27,Moskva (Moscow),Moskva,RUS,Russian Federation,,,,,Timofey,2004.0
136151,139374,Thomas Grönlund,2004-06-07,Helsinki,Uusimaa,FIN,Finland,,,,,Thomas,2004.0
136447,139673,Thierry Schild,2004-12-30,,,,Switzerland,,,,,Thierry,2004.0
136165,139388,Thawab Al-Subaey,2004-07-25,,,,Qatar,,,,,Thawab,2004.0
136819,140055,Tetiana Pylypchuk,2004-02-10,,,,Ukraine,169.0,55.0,,3.0727272727272728,Tetiana,2004.0
136236,139460,Tereza Mašková,2004-12-18,,,,Czechia,,,,,Tereza,2004.0
136610,139839,Tereza Koldovská,2004-10-19,,,,Czechia,,,,,Tereza,2004.0
135696,138910,Tena Hadžić,2004-07-13,Zagreb,Grad Zagreb,CRO,Croatia,,,,,Tena,2004.0
138373,141770,Tang Qianting,2004-03-14,,,,People's Republic of China,,,,,Tang,2004.0
136275,139499,Tallulah Bryant,2004-10-05,,,,New Zealand,,,,,Tallulah,2004.0
136624,139855,Taiga Onozawa,2004-01-05,,,,Japan,,,,,Taiga,2004.0
136640,139871,Svyatoslav Nazarenko,2004-08-07,,,,Kazakhstan,,,,,Svyatoslav,2004.0
136133,139356,Svenja Voigt,2004-03-29,Köln (Cologne),Nordrhein-Westfalen,GER,Germany,,,,,Svenja,2004.0
144426,148117,Su Yiming,2004-02-18,,,,People's Republic of China,,,,,Su,2004.0
137799,141175,Stephanie Balduccini,2004-09-20,São Paulo,São Paulo,BRA,Brazil,171.0,61.0,,2.80327868852459,Stephanie,2004.0
136484,139710,Sonia David,2004-08-29,București (Bucharest),București,ROU,Romania,,,,,Sonia,2004.0
