,athlete_id,name,born_date,born_city,born_region,born_country,NOC,height_cm,weight_kg,died_date,h to w ratio,first_name,born_year
136808,140044,Delia Folea,2004-01-29,Brașov,Brașov,ROU,Romania,,,,,Delia,2004.0
136224,139448,David Guilabert,2004-09-04,,,,Spain,,,,,David,2004.0
142745,146364,David Popovici,2004-09-15,București (Bucharest),București,ROU,Romania,,,,,David,2004.0
136030,139252,Darya Tatalina,2004-01-27,,,,Russian Federation,,,,,Darya,2004.0
136138,139361,Darya Petrova,2004-01-29,,,,Russian Federation,,,,,Darya,2004.0
136937,140173,Darya Gavrilova,2004-07-08,,,,Kazakhstan,,,,,Darya,2004.0
145106,148820,Darya Gredzen,2004-03-23,Novosibirsk,Novosibirsk,RUS,ROC,,,,,Darya,2004.0
136597,139825,Daria Caciulan,2004-06-04,Petroșani,Hunedoara,ROU,Romania,,,,,Daria,2004.0
136806,140042,Danil Vassilyev,2004-07-22,Almaty,Almaty,KAZ,Kazakhstan,,,,,Danil,2004.0
136374,139600,Daniil Karpovich,2004-12-06,Minsk,Minsk,BLR,Belarus,,,,,Daniil,2004.0
136500,139726,Daniil Grigoryev,2004-04-02,,,,Russian Federation,,,,,Daniil,2004.0
136338,139563,Daniella Lauritzen Pizarro,2004-07-26,Stavanger,Rogaland,NOR,Norway,,,,,Daniella,2004.0
136016,139237,Daniel Bacher,2004-12-17,Innsbruck,Tirol,AUT,Austria,174.0,58.0,,3.0,Daniel,2004.0
136154,139377,Daniel Assavolyuk,2004-06-08,Augsburg,Bayern,GER,Germany,,,,,Daniel,2004.0
136482,139708,Daniel Valencia,2004-03-18,,,,Mexico,,,,,Daniel,2004.0
136497,139723,Cédrick Guindon,2004-04-21,Rockland,Ontario,CAN,Canada,,,,,Cédrick,2004.0
136130,139353,Cutter Gauthier,2004-01-19,Skellefteå,Västerbotten,SWE,United States,,,,,Cutter,2004.0
136343,139568,Csongor Antal,2004-04-21,Gheorgheni,Harghita,ROU,Romania,,,,,Csongor,2004.0
136231,139455,Cruz Lucius,2004-04-05,Lawrence,Kansas,USA,United States,,,,,Cruz,2004.0
136438,139664,Corne van Stuijvenberg,2004-05-21,,,,Netherlands,,,,,Corne,2004.0
137016,140252,Cloé Ollivier,2004-02-04,,,,France,,,,,Cloé,2004.0
143619,147272,Claire Curzan,2004-06-30,Cary,North Carolina,USA,United States,,,,,Claire,2004.0
136426,139652,Christopher Holm Mulberg,2004-06-28,Frederikshavn,Nordjylland,DEN,Denmark,190.0,85.0,,2.235294117647059,Christopher,2004.0
136167,139390,Chiara Kehl,2004-06-21,,,,Switzerland,,,,,Chiara,2004.0
136055,139277,Chen Yudong,2004-09-28,Qiqihar,Heilongjiang,CHN,People's Republic of China,,,,,Chen,2004.0
136468,139694,Chen Chih-Yuan,2004-05-09,,,,Chinese Taipei,,,,,Chen,2004.0
136193,139416,Charlie Stramel,2004-10-15,Minneapolis,Minnesota,USA,United States,,,,,Charlie,2004.0
136222,139446,Chang En-Ni,2004-07-23,,,,Chinese Taipei,,,,,Chang,2004.0
136257,139481,Chanel Hofverberg,2004-10-15,,,,Germany,,,,,Chanel,2004.0
136264,139488,Celine Mayer,2004-01-19,Rosenheim,Bayern,GER,Germany,,,,,Celine,2004.0
143439,147091,Casey Kaufhold,2004-03-06,,,,United States,,,,,Casey,2004.0
136288,139512,Carter Hamill,2004-09-28,Belfast,Northern Ireland,GBR,Great Britain,,,,,Carter,2004.0
136459,139685,Carlotta Regine,2004-01-05,Torino,Torino,ITA,Italy,,,,,Carlotta,2004.0
136946,140182,Carla Álvarez,2004-06-11,,,,Spain,,,,,Carla,2004.0
135472,138686,Camila Copain,2004-01-20,,,,France,,,,,Camila,2004.0
136396,139622,Caleb Chapman,2004-04-15,,,,New Zealand,,,,,Caleb,2004.0
143594,147247,Bryce Wettstein,2004-01-10,Encinitas,California,USA,United States,,,,,Bryce,2004.0
143593,147246,Brighton Zeuner,2004-07-14,Scottsdale,Arizona,USA,United States,,,,,Brighton,2004.0
135963,139179,Brayden Willmott,2004-01-14,,,,Canada,,,,,Brayden,2004.0
136512,139738,Boldizsár Szalay,2004-01-21,Miskolc,Borsod-Abaúj-Zemplén,HUN,Hungary,170.0,65.0,,2.6153846153846154,Boldizsár,2004.0
143287,146929,Beril Böcekler,2004-02-07,,,,Türkiye,,,,,Beril,2004.0
136103,139326,Beda Sieber,2004-05-20,Kilchberg,Zürich,SUI,Switzerland,,,,,Beda,2004.0
136123,139346,Beatrice Storesund,2004-04-14,Trondheim,Trøndelag,NOR,Norway,,,,,Beatrice,2004.0
136317,139542,Beatrice Hjälm,2004-03-03,,,,Sweden,,,,,Beatrice,2004.0
135772,138986,Barsnyam Nomin-Erdene,2004-03-28,,,,Mongolia,,,,,Barsnyam,2004.0
136157,139380,Barbora Hromádková,2004-09-14,,,,Czechia,,,,,Barbora,2004.0
136279,139503,Barbora Kapičáková,2004-04-27,Dolný Kubín,Žilina,SVK,Slovakia,168.0,65.0,,2.5846153846153848,Barbora,2004.0
136364,139589,Barbora Bartáková,2004-01-24,,,,Czechia,,,,,Barbora,2004.0
136128,139351,Aya Juhl Petersen,2004-01-19,Hvidovre,Hovedstaden,DEN,Denmark,178.0,68.0,,2.6176470588235294,Aya,2004.0
139471,142944,Aya Mpali,2004-06-24,,,,Gabon,,,,,Aya,2004.0
136066,139288,Audrey Shin,2004-03-12,Islip,New York,USA,United States,,,,,Audrey,2004.0
144941,148649,Aruwin Salehhuddin,2004-02-14,,,,Malaysia,,,,,Aruwin,2004.0
136294,139518,Artyom Duda,2004-04-08,,,,Russian Federation,,,,,Artyom,2004.0
136356,139581,Artyom Pronichkin,2004-07-23,Chelyabinsk,Chelyabinsk,RUS,Russian Federation,,,,,Artyom,2004.0
136269,139493,Artur Seniut,2004-06-11,,,,Lithuania,,,,,Artur,2004.0
136172,139395,Arthur Smith,2004-04-30,Hartford,Connecticut,USA,United States,,,,,Arthur,2004.0
142584,146196,Arina Fedorovtseva,2004-01-19,Moskva (Moscow),Moskva,RUS,ROC,,,,,Arina,2004.0
140209,143710,Arif Dwi Pangestu,2004-03-25,Bantul,Daerah Istimewa Yogyakarta,INA,Indonesia,,,,,Arif,2004.0
136523,139749,Ardis Liepiņš,2004-03-13,,,,Latvia,,,,,Ardis,2004.0
136693,139925,Aoto Kawakami,2004-07-12,,,,Japan,,,,,Aoto,2004.0
136169,139392,Antonin Verreault,2004-07-28,Saint-Jérôme,Québec,CAN,Canada,,,,,Antonin,2004.0
136173,139396,Anton Ibman Stenbakken,2004-04-10,Frederikshavn,Nordjylland,DEN,Denmark,179.0,82.0,,2.182926829268293,Anton,2004.0
136507,139733,Anton Mikkelsen Als,2004-09-02,,,,Denmark,,,,,Anton,2004.0
136835,140071,Anton Korchuk,2004-08-04,,,,Ukraine,169.0,55.0,,3.0727272727272728,Anton,2004.0
136406,139632,Ansen Charles Thomas King,2004-10-20,Rødovre,Hovedstaden,DEN,Denmark,180.0,73.0,,2.4657534246575343,Ansen,2004.0
144825,148527,Anri Kawamura,2004-10-15,,,,Japan,,,,,Anri,2004.0
136032,139254,Anouk Andraska,2004-01-24,,,,Switzerland,,,,,Anouk,2004.0
136883,140119,Annija Miļūne,2004-01-08,,,,Latvia,,,,,Annija,2004.0
136389,139615,Annie Sommer,2004-11-12,Atlanta,Georgia,USA,France,,,,,Annie,2004.0
135964,139180,Anna Chivina,2004-05-06,,,,Russian Federation,,,,,Anna,2004.0
136085,139308,Anna Cherniavska,2004-10-04,Kharkiv,Kharkiv,UKR,Ukraine,165.0,53.0,,3.1132075471698113,Anna,2004.0
136234,139458,Anna Jiřina Pavlasová,2004-06-22,,,,Czechia,,,,,Anna,2004.0
136452,139678,Anna Kot,2004-08-17,Oświęcim,Małopolskie,POL,Poland,,,,,Anna,2004.0
136457,139683,Anna Andersson,2004-01-16,,,,Sweden,,,,,Anna,2004.0
142512,146124,Anna Konanykhina,2004-09-10,,,,ROC,,,,,Anna,2004.0
145450,149174,Anna Shcherbakova,2004-03-28,Moskva (Moscow),Moskva,RUS,ROC,,,,,Anna,2004.0
136162,139385,Anita Origlio,2004-09-07,,,,France,,,,,Anita,2004.0
142983,146614,Aniqah Gaffoor,2004-01-23,,,,Sri Lanka,,,,,Aniqah,2004.0
136464,139690,Angelina Hurschler,2004-08-18,,,,Switzerland,,,,,Angelina,2004.0
144140,147817,Angelina Muradyan,2004-05-08,Ghazanchi,Shirak,ARM,Armenia,,,,,Angelina,2004.0
136217,139441,Anežka Hračová,2004-01-16,,,,Czechia,,,,,Anežka,2004.0
136218,139442,Andrin Locher,2004-03-02,,,,Switzerland,,,,,Andrin,2004.0
136281,139505,Andrey Malyavin,2004-01-30,,,,Russian Federation,,,,,Andrey,2004.0
136358,139583,Andrei Murashko,2004-04-10,,,,Belarus,,,,,Andrei,2004.0
136486,139712,Andrea Trnková,2004-03-03,,,,Czechia,,,,,Andrea,2004.0
139516,142990,Andrea Spendolini Sirieix,2004-09-11,Lambeth,England,GBR,Great Britain,,,,,Andrea,2004.0
135824,139038,Anastasiya Nikon,2004-02-14,,,,Ukraine,164.0,55.0,,2.981818181818182,Anastasiya,2004.0
144213,147896,Anastasiya Andryianava,2004-12-08,,,,Belarus,,,,,Anastasiya,2004.0
137806,141183,Ana Cristina Souza,2004-04-07,Rio de Janeiro,Rio de Janeiro,BRA,Brazil,193.0,84.0,,2.2976190476190474,Ana,2004.0
136330,139555,An Shinoda,2004-07-03,,,,Japan,,,,,An,2004.0
136427,139653,Amy Robery,2004-05-21,Chelmsford,England,GBR,Great Britain,,,,,Amy,2004.0
136833,140069,Amina Tukhtayeva,2004-05-31,,,,Kazakhstan,,,,,Amina,2004.0
137051,140287,Alyssa Pok,2004-08-05,,,,Singapore,,,,,Alyssa,2004.0
142548,146160,Alisa Tishchenko,2004-02-17,Krasnodar,Krasnodar Kray,RUS,ROC,,,,,Alisa,2004.0
136588,139815,Aliona Busuioc,2004-10-25,,,,Republic of Moldova,,,,,Aliona,2004.0
135984,139202,Alina Brezgina,2004-03-28,,,,Russian Federation,,,,,Alina,2004.0
136086,139309,Alina Urushadze,2004-01-07,Rīga,Rīga,LAT,Georgia,,,,,Alina,2004.0
136387,139613,Alina Marti,2004-04-23,Rothrist,Aargau,SUI,Switzerland,,,,,Alina,2004.0
136492,139718,Alina Ichayeva,2004-05-21,,,,Russian Federation,,,,,Alina,2004.0
136974,140210,Alina Dauranova,2004-02-02,,,,Kazakhstan,,,,,Alina,2004.0
136274,139498,Alicja Mota,2004-07-27,,,,Poland,,,,,Alicja,2004.0
136479,139705,Alicja Sowa,2004-05-31,,,,Poland,,,,,Alicja,2004.0
141834,145415,Alicia Mateus,2004-05-09,,,,Mozambique,,,,,Alicia,2004.0
141837,145418,Alicia Kok,2004-11-20,,,,Mauritius,,,,,Alicia,2004.0
136481,139707,Alice Wallin,2004-09-15,,,,Sweden,,,,,Alice,2004.0
137046,140282,Alexia Turunen,2004-10-19,,,,Switzerland,,,,,Alexia,2004.0
136250,139474,Alexey Baidek,2004-08-20,Astana,Astana,KAZ,Kazakhstan,,,,,Alexey,2004.0
144314,148002,Alexandria Loutitt,2004-01-07,Calgary,Alberta,CAN,Canada,164.0,,,,Alexandria,2004.0
136621,139851,Alexa Brabec,2004-10-08,Steamboat Springs,Colorado,USA,United States,,,,,Alexa,2004.0
136145,139368,Alessio Beglieri,2004-01-05,,,,Switzerland,,,,,Alessio,2004.0
136407,139633,Alessandro Segafredo,2004-09-15,Asiago,Vicenza,ITA,Italy,184.0,85.0,,2.164705882352941,Alessandro,2004.0
136710,139942,Alessandro Lotorto,2004-01-23,Gallarate,Varese,ITA,Switzerland,,,,,Alessandro,2004.0
140686,144199,Alessandro Mazzara,2004-05-05,Erice,Trapani,ITA,Italy,,,,,Alessandro,2004.0
136474,139700,Aleksanteri Kaskimäki,2004-02-06,Espoo,Uusimaa,FIN,Finland,,,,,Aleksanteri,2004.0
145095,148808,Aleksandra Trusova,2004-06-23,Ryazan,Ryazan,RUS,ROC,,,,,Aleksandra,2004.0
136058,139280,Aleksa Rakic,2004-09-14,New Westminster,British Columbia,CAN,Canada,,,,,Aleksa,2004.0
136454,139680,Aleks Menc,2004-03-23,,,,Poland,,,,,Aleks,2004.0
136485,139711,Alejandro Resendiz,2004-02-11,,,,Mexico,,,,,Alejandro,2004.0
136273,139497,Adriana Dubová,2004-02-08,,,,Czechia,,,,,Adriana,2004.0
144750,148451,Adrian Yung,2004-08-26,,,,"Hong Kong, China",,,,,Adrian,2004.0
135764,138978,Adelina Rimbeu,2004-08-29,Brașov,Brașov,ROU,Romania,,,,,Adelina,2004.0
136247,139471,Adel Safin,2004-05-19,,,,Russian Federation,,,,,Adel,2004.0
136191,139414,Adam Sykora,2004-09-07,Piešťany,Trnava,SVK,Slovakia,178.0,78.0,,2.282051282051282,Adam,2004.0
136462,139688,Adam Fantilli,2004-10-12,Toronto,Ontario,CAN,Canada,,,,,Adam,2004.0
142032,145626,Abiola Ogunbanwo,2004-04-19,,,,Nigeria,,,,,Abiola,2004.0
136034,139256,Štěpán Hudeček,2003-10-20,,,,Czechia,,,,,Štěpán,2003.0
136552,139779,Łukasz Maćkała,2003-01-02,,,,Poland,,,,,Łukasz,2003.0
135940,139154,Ērika Bitmete,2003-06-26,,,,Latvia,,,,,Ērika,2003.0
144269,147955,Édouard Therriault,2003-02-16,Montréal,Québec,CAN,Canada,,,,,Édouard,2003.0
136715,139947,Álvaro Romero,2003-07-03,,,,Spain,,,,,Álvaro,2003.0
136953,140189,Zuzana Kuršová,2003-04-02,,,,Czechia,,,,,Zuzana,2003.0
144507,148199,Zuzana Maděrová,2003-09-20,Liberec,Liberecký kraj,CZE,Czechia,,,,,Zuzana,2003.0
135684,138898,Zsulett Demian,2003-01-12,Bonyhád,Tolna,HUN,Romania,,,,,Zsulett,2003.0
135816,139030,Zoe Ojeda,2003-01-14,San Carlos de Bariloche,Río Negro,ARG,Argentina,,,,,Zoe,2003.0
135887,139101,Zoe Antes,2003-03-05,,,,Germany,,,,,Zoe,2003.0
144660,148356,Zoe Atkin,2003-01-16,Newton,Massachusetts,USA,Great Britain,,,,,Zoe,2003.0
136836,140072,Zhou Fangyu,2003-12-28,,,,People's Republic of China,,,,,Zhou,2003.0
145476,149203,Zhen Weijie,2003-10-16,,,,People's Republic of China,,,,,Zhen,2003.0
137005,140241,Zhang Chutong,2003-02-17,,,,People's Republic of China,,,,,Zhang,2003.0
135510,138724,Zalan Kovacs,2003-12-27,Miercurea-Ciuc,Harghita,ROU,Romania,,,,,Zalan,2003.0
136609,139838,Yuto Nishikata,2003-02-25,,,,Japan,,,,,Yuto,2003.0
136114,139337,Yuma Kagiyama,2003-05-05,Yokohama,Kanagawa,JPN,Japan,,,,,Yuma,2003.0
136548,139775,Yulianna Tunytska,2003-08-07,Kremenets,Ternopil,UKR,Ukraine,171.0,70.0,,2.442857142857143,Yulianna,2003.0
141162,144701,Yukito Aoki,2003-09-04,Shimizu,Shizuoka,JPN,Japan,,,,,Yukito,2003.0
136950,140186,Yukino Yoshida,2003-01-29,,,,Japan,,,,,Yukino,2003.0
136912,140148,Yu Jingxuan,2003-02-10,,,,People's Republic of China,,,,,Yu,2003.0
143342,146986,Yousuf Al-Matrooshi,2003-06-01,Dubai,Dubai,UAE,United Arab Emirates,,,,,Yousuf,2003.0
143334,146978,Yiğit Aslan,2003-03-11,,,,Türkiye,,,,,Yiğit,2003.0
135351,138565,Yi Xiaoyang,2003-11-12,,,,People's Republic of China,,,,,Yi,2003.0
145101,148814,Yevgeny Semenenko,2003-07-26,,,,ROC,,,,,Yevgeny,2003.0
136920,140156,Yevgeniya Dolzhenkova,2003-11-13,,,,Russian Federation,,,,,Yevgeniya,2003.0
137035,140271,Yeo Sean,2003-07-30,,,,Malaysia,,,,,Yeo,2003.0
136527,139753,Yelizaveta Yurchenko,2003-06-08,,,,Russian Federation,,,,,Yelizaveta,2003.0
136592,139820,Yang Shih-Hsun,2003-01-29,,,,Chinese Taipei,,,,,Yang,2003.0
136960,140196,Yang Suk-Hoon,2003-03-06,,,,Republic of Korea,,,,,Yang,2003.0
138414,141816,Yan Haibin,2003-01-08,,,,People's Republic of China,,,,,Yan,2003.0
136964,140200,Xue Zhiwen,2003-08-01,,,,People's Republic of China,,,,,Xue,2003.0
138375,141772,Wu Qingfeng,2003-01-28,Shaoxing,Zhejiang,CHN,People's Republic of China,,,,,Wu,2003.0
136743,139976,William Mathisen,2003-03-06,,,,Sweden,,,,,William,2003.0
135911,139125,Will Becker,2003-03-05,,,,New Zealand,,,,,Will,2003.0
137003,140239,Warre van Damme,2003-01-14,,,,Belgium,,,,,Warre,2003.0
136772,140008,Wang Jianjie,2003-01-16,,,,People's Republic of China,,,,,Wang,2003.0
144369,148059,Wang Haizhuo,2003-04-23,,,,People's Republic of China,,,,,Wang,2003.0
145449,149173,Wang Ziyang,2003-04-01,,,,People's Republic of China,,,,,Wang,2003.0
136519,139745,Vratislav Varga,2003-02-09,,,,Slovakia,,,,,Vratislav,2003.0
135703,138917,Volodymyr Aksiuta,2003-09-11,,,,Ukraine,172.0,61.0,,2.819672131147541,Volodymyr,2003.0
135935,139149,Vitor Melo,2003-03-24,Aracajú,Sergipe,BRA,Brazil,176.0,64.0,,2.75,Vitor,2003.0
135675,138889,Vitaliy Mandzyn,2003-04-05,,,,Ukraine,179.0,75.0,,2.3866666666666667,Vitaliy,2003.0
136807,140043,Vitalina Herasymiuk,2003-10-10,,,,Ukraine,163.0,50.0,,3.26,Vitalina,2003.0
140151,143652,Viktória Mihályvári-Farkas,2003-11-26,Budapest,Budapest,HUN,Hungary,,,,,Viktória,2003.0
135669,138883,Viktoryia Shashkova,2003-02-03,,,,Belarus,,,,,Viktoryia,2003.0
144216,147900,Viktoryia Safonava,2003-05-08,Moskva (Moscow),Moskva,RUS,Belarus,,,,,Viktoryia,2003.0
136589,139816,Viktoriya Chirkova,2003-05-18,,,,Russian Federation,,,,,Viktoriya,2003.0
143385,147030,Viktoriya Onopriyenko,2003-10-18,Kyiv,Kyiv,UKR,Ukraine,160.0,,,,Viktoriya,2003.0
145079,148791,Viktoriya Lazarenko,2003-04-22,Chusovoy,Perm Kray,RUS,ROC,,,,,Viktoriya,2003.0
135549,138763,Viktorija Augulytė,2003-02-14,,,,Lithuania,,,,,Viktorija,2003.0
136863,140099,Victoria Steiner,2003-09-26,Hall in Tirol,Tirol,AUT,Austria,158.0,71.0,,2.2253521126760565,Victoria,2003.0
135556,138770,Victor Berglund,2003-01-15,,,,Sweden,,,,,Victor,2003.0
136785,140021,Veronika Shishkina,2003-08-18,,,,Kazakhstan,,,,,Veronika,2003.0
145107,148821,Veronika Korzhakova,2003-06-09,Chelyabinsk,Chelyabinsk,RUS,ROC,,,,,Veronika,2003.0
137199,140545,Varsenik Manucharyan,2003-07-11,Yerevan,Yerevan,ARM,Armenia,,,,,Varsenik,2003.0
135326,138540,Valeriya Kovaleva,2003-06-07,,,,Uzbekistan,,,,,Valeriya,2003.0
135862,139076,Valeriya Denisenko,2003-06-02,,,,Russian Federation,,,,,Valeriya,2003.0
136968,140204,Valeriya Sorokoletova,2003-08-03,,,,Russian Federation,,,,,Valeriya,2003.0
136703,139935,Valentín Moreno,2003-04-03,,,,Argentina,,,,,Valentín,2003.0
135611,138825,Valentina Dimitrova,2003-08-03,Dupnitsa,Kyustendil,BUL,Bulgaria,,,,,Valentina,2003.0
137111,140452,Valentina Raposo,2003-01-28,Salta,Salta,ARG,Argentina,,,,,Valentina,2003.0
136559,139786,Valentin Steudte,2003-02-04,,,,Germany,,,,,Valentin,2003.0
136106,139329,Utana Yoshida,2003-09-06,Kurashiki,Okayama,JPN,Japan,,,,,Utana,2003.0
140846,144374,Urara Ashikawa,2003-03-08,,,,Japan,,,,,Urara,2003.0
135541,138755,Ulyana Ardalionova,2003-11-12,,,,Kazakhstan,,,,,Ulyana,2003.0
143757,147412,Tyler Downs,2003-07-19,,,,United States,178.0,,,,Tyler,2003.0
144847,148550,Tsubaki Miki,2003-06-01,,,,Japan,,,,,Tsubaki,2003.0
136668,139900,Tristan Bell,2003-01-29,Aylmer,Québec,CAN,Canada,,,,,Tristan,2003.0
135700,138914,Tove Ericsson,2003-03-05,,,,Sweden,,,,,Tove,2003.0
142907,146537,Tity Dumbuya,2003-02-21,,,,Sierra Leone,,,,,Tity,2003.0
136531,139757,Timon Grancagnolo,2003-04-04,Chemnitz,Sachsen,GER,Germany,,,,,Timon,2003.0
136880,140116,Timon Drahoňovský,2003-04-10,,,,Czechia,,,,,Timon,2003.0
137032,140268,Till Schäfer,2003-10-15,,,,Germany,,,,,Till,2003.0
136004,139223,Thomas Kolly,2003-09-25,,,,Switzerland,,,,,Thomas,2003.0
136916,140152,Thibe Deseyn,2003-03-18,,,,Switzerland,,,,,Thibe,2003.0
135476,138690,Theodor Lööv von Hage,2003-05-08,,,,Sweden,,,,,Theodor,2003.0
136988,140224,Theo Collins,2003-11-05,,,,Great Britain,,,,,Theo,2003.0
136633,139864,Thea Minyan Bjørseth,2003-10-30,,,,Norway,154.0,,,,Thea,2003.0
135428,138642,Thabo Rateleki,2003-01-04,,,,South Africa,,,,,Thabo,2003.0
136721,139954,Tessa Maud,2003-10-10,Encinitas,California,USA,United States,,,,,Tessa,2003.0
136636,139867,Tess Arnone,2003-10-13,Steamboat Springs,Colorado,USA,United States,,,,,Tess,2003.0
135727,138941,Tereza Prokešová,2003-05-08,,,,Czechia,,,,,Tereza,2003.0
136768,140002,Teodora Ilieva,2003-10-06,Sofia,Sofia Grad,BUL,Bulgaria,,,,,Teodora,2003.0
136726,139959,Tanja Kobald,2003-08-28,Judenburg,Steiermark,AUT,Austria,170.0,55.0,,3.090909090909091,Tanja,2003.0
138372,141769,Tang Muhan,2003-09-04,,,,People's Republic of China,,,,,Tang,2003.0
137007,140243,Tan Dione,2003-05-07,,,,Malaysia,,,,,Tan,2003.0
135298,138512,Tamás Trunk,2003-07-30,Budapest,Budapest,HUN,Hungary,,,,,Tamás,2003.0
135524,138738,Taiki Ito,2003-04-24,,,,Japan,,,,,Taiki,2003.0
135558,138772,Sára Pacerová,2003-12-07,,,,Slovakia,,,,,Sára,2003.0
135500,138714,Synne Mæland-Herheim,2003-02-23,Voss,Vestland,NOR,Norway,,,,,Synne,2003.0
135557,138771,Svatava Mikysková,2003-02-08,,,,Czechia,,,,,Svatava,2003.0
136911,140147,Suolang Quzhen,2003-05-29,,,,People's Republic of China,,,,,Suolang,2003.0
136667,139899,Sunny Steele,2003-10-14,Kingscote,South Australia,AUS,Australia,,,,,Sunny,2003.0
143541,147194,Suni Lee,2003-03-09,,,,United States,152.0,,,,Suni,2003.0
135996,139215,Sun Jingbo,2003-11-10,,,,People's Republic of China,,,,,Sun,2003.0
144035,147700,Sugár Katinka Battai,2003-04-17,Debrecen,Hajdú-Bihar,HUN,Hungary,,,,,Sugár,2003.0
136815,140051,Stéphane Tremblay,2003-02-07,,,,Canada,,,,,Stéphane,2003.0
135630,138844,Styliani Giannakoviti,2003-12-22,,,,Greece,,,,,Styliani,2003.0
135682,138896,Stian Fedreheim,2003-12-09,,,,Norway,,,,,Stian,2003.0
136050,139272,Steven Kahnert,2003-02-10,,,,Canada,,,,,Steven,2003.0
136631,139862,Stefano Radovan,2003-04-26,Cles,Trento,ITA,Italy,,,,,Stefano,2003.0
135543,138757,Spyridonas Papadopoulos,2003-01-08,,,,Greece,,,,,Spyridonas,2003.0
135769,138983,Spartak Voskanyan,2003-12-01,Ashotsk,Shirak,ARM,Armenia,,,,,Spartak,2003.0
135365,138579,Sophie Foster,2003-03-28,,,,Great Britain,,,,,Sophie,2003.0
136903,140139,Sophia Weßling,2003-03-07,Wangen im Allgäu,Baden-Württemberg,GER,Germany,,,,,Sophia,2003.0
137054,140316,Sophia Zitzmann,2003-02-20,,,,Germany,,,,,Sophia,2003.0
139179,142639,Sophia Morgan,2003-08-05,,,,Fiji,,,,,Sophia,2003.0
136089,139312,Sofya Tyutyunina,2003-06-13,Moskva (Moscow),Moskva,RUS,Russian Federation,,,,,Sofya,2003.0
136087,139310,Sofiya Nesterova,2003-08-21,Dnipro,Dnipropetrovsk,UKR,Ukraine,160.0,50.0,,3.2,Sofiya,2003.0
145133,148849,Sofiya Nadyrshina,2003-05-14,Yuzhno-Sakhalinsk,Sakhalin,RUS,ROC,,,,,Sofiya,2003.0
144606,148298,Sofianna Sundelin,2003-01-13,Ulvila,Satakunta,FIN,Finland,,,,,Sofianna,2003.0
144540,148232,Sofia Skriver,2003-06-07,Silkeborg,Midtjylland,DEN,Denmark,165.0,,,,Sofia,2003.0
135722,138936,Siri Wigger,2003-04-09,,,,Switzerland,,,,,Siri,2003.0
135804,139018,Simon Jung,2003-06-17,,,,Germany,,,,,Simon,2003.0
135417,138631,Simen Sellæg,2003-02-19,Oslo,Oslo,NOR,Norway,,,,,Simen,2003.0
135687,138901,Signe Miķelsone,2003-01-12,,,,Latvia,,,,,Signe,2003.0
137006,140242,Shogo Miyata,2003-01-27,Osaka,Osaka,JPN,Japan,,,,,Shogo,2003.0
144871,148576,Sherzod Khashyrbayev,2003-04-14,,,,Kazakhstan,,,,,Sherzod,2003.0
138865,142293,Shahd Samer,2003-01-01,,,,Egypt,,,,,Shahd,2003.0
136679,139911,Seo Gyeong,2003-06-09,,,,Republic of Korea,,,,,Seo,2003.0
141364,144907,Seo Chae-Hyun,2003-11-01,,,,Republic of Korea,,,,,Seo,2003.0
135925,139139,Selahattin Eser,2003-01-24,,,,Türkiye,,,,,Selahattin,2003.0
136009,139229,Scott Johns,2003-06-12,,,,Great Britain,,,,,Scott,2003.0
135811,139025,Sarawut Koedsin,2003-07-19,,,,Thailand,,,,,Sarawut,2003.0
135498,138712,Sara Andersson,2003-01-13,,,,Sweden,,,,,Sara,2003.0
135501,138715,Sara Scattolo,2003-03-27,San Candido,Bolzano-Bozen,ITA,Italy,,,,,Sara,2003.0
137663,141028,Sangay Tenzin,2003-09-07,,,,Bhutan,,,,,Sangay,2003.0
135831,139045,Samanta Krampe,2003-03-27,Rīga,Rīga,LAT,Latvia,,,,,Samanta,2003.0
137097,140437,Salvador Gordo,2003-01-07,,,,Angola,,,,,Salvador,2003.0
138854,142282,Salma Khalid,2003-12-19,Al-Qahira (Cairo),Al-Qahira,EGY,Egypt,,,,,Salma,2003.0
135376,138590,Roxana Saveh Shemshaki,2003-08-28,,,,Islamic Republic of Iran,,,,,Roxana,2003.0
138059,141448,Rosalie Boissonneault,2003-07-04,Drummondville,Québec,CAN,Canada,,,,,Rosalie,2003.0
135320,138534,Rosa Pohjolainen,2003-07-20,Hyvinkää,Uusimaa,FIN,Finland,,,,,Rosa,2003.0
135361,138575,Roham Saba,2003-01-08,,,,Islamic Republic of Iran,,,,,Roham,2003.0
135921,139135,Robyn Mitchell,2003-09-09,,,,Great Britain,,,,,Robyn,2003.0
135910,139124,Robert Kamiński,2003-06-25,,,,Poland,,,,,Robert,2003.0
136792,140028,Robert Sandulescu,2003-09-25,Brașov,Brașov,ROU,Romania,,,,,Robert,2003.0
137058,140320,Riley Jacobs,2003-08-14,Steamboat Springs,Colorado,USA,United States,,,,,Riley,2003.0
136042,139264,Richard Zachoval,2003-05-20,,,,Czechia,,,,,Richard,2003.0
135307,138521,Rebeka Jančová,2003-08-25,Zvolen,Banská Bystrica,SVK,Slovakia,160.0,55.0,,2.909090909090909,Rebeka,2003.0
136596,139824,Razvan Turea,2003-05-05,Breaza,Prahova,ROU,Romania,,,,,Razvan,2003.0
135965,139181,Ran Hongyun,2003-09-23,,,,People's Republic of China,,,,,Ran,2003.0
137036,140272,Péter Jászapáti,2003-02-07,Szeged,Csongrád,HUN,Hungary,,,,,Péter,2003.0
